Q 	 ICP 	  ICN 	 ILH 	 ILV 	 IXMCDR  
0.0125011	 4.3628e-12	 3.4655e-12	 2.8199e-12	 1.9657e-12	 8.973e-13	 0.114623
0.0131259	 4.4973e-12	 3.6307e-12	 2.9355e-12	 2.0645e-12	 8.666e-13	 0.106619
0.0137506	 4.799e-12	 3.9523e-12	 3.2798e-12	 2.2669e-12	 8.467e-13	 0.0967513
0.0143753	 4.7041e-12	 3.877e-12	 3.1762e-12	 2.1812e-12	 8.271e-13	 0.0963862
0.015	 4.7341e-12	 3.9333e-12	 3.2163e-12	 2.2145e-12	 8.008e-13	 0.0923922
0.0156246	 4.8621e-12	 4.0431e-12	 3.3587e-12	 2.2936e-12	 8.19e-13	 0.0919687
0.0162491	 5.0254e-12	 4.1689e-12	 3.4951e-12	 2.4306e-12	 8.565e-13	 0.0931555
0.0168736	 5.3368e-12	 4.5023e-12	 3.8902e-12	 2.7418e-12	 8.345e-13	 0.0848147
0.0174981	 5.2127e-12	 4.4054e-12	 3.8172e-12	 2.7034e-12	 8.073e-13	 0.0839355
0.0181225	 5.1971e-12	 4.3605e-12	 3.8465e-12	 2.7419e-12	 8.366e-13	 0.0875324
0.0187469	 5.722e-12	 4.8358e-12	 4.4268e-12	 3.2894e-12	 8.862e-13	 0.0839379
0.0193712	 5.7911e-12	 4.9375e-12	 4.5169e-12	 3.53e-12	 8.536e-13	 0.079563
0.0199954	 5.9988e-12	 5.1224e-12	 4.0782e-12	 3.8165e-12	 8.764e-13	 0.0788044
0.0206196	 5.8174e-12	 5.0026e-12	 4.6113e-12	 3.6101e-12	 8.148e-13	 0.075305
0.0212437	 5.7158e-12	 4.9507e-12	 4.5685e-12	 3.5676e-12	 7.651e-13	 0.0717292
0.0218677	 5.6091e-12	 4.8856e-12	 4.545e-12	 3.4892e-12	 7.235e-13	 0.0689396
0.0224917	 5.5393e-12	 4.8602e-12	 4.5127e-12	 3.4575e-12	 6.791e-13	 0.0653012
0.0231156	 5.5977e-12	 4.9278e-12	 4.6076e-12	 3.6594e-12	 6.699e-13	 0.0636454
0.0237395	 5.3915e-12	 4.7312e-12	 4.43e-12	 3.51e-12	 6.603e-13	 0.0652296
0.0243632	 5.2653e-12	 4.6627e-12	 4.3377e-12	 3.4734e-12	 6.026e-13	 0.060697
0.0249869	 5.1486e-12	 4.5916e-12	 4.2689e-12	 3.431e-12	 5.57e-13	 0.0571857
0.0256106	 5.0577e-12	 4.5118e-12	 4.2072e-12	 3.4357e-12	 5.459e-13	 0.0570458
0.0262341	 5.0328e-12	 4.4942e-12	 4.1992e-12	 3.4991e-12	 5.386e-13	 0.0565341
0.0268576	 4.8035e-12	 4.1614e-12	 4.0034e-12	 3.3254e-12	 6.421e-13	 0.0716238
0.0274809	 4.6516e-12	 3.8587e-12	 3.8183e-12	 3.2465e-12	 7.929e-13	 0.0931695
0.0281042	 4.4857e-12	 3.4827e-12	 3.6528e-12	 3.1657e-12	 1.003e-12	 0.125872
0.0287274	 4.2695e-12	 3.2193e-12	 3.4741e-12	 3.1079e-12	 1.0502e-12	 0.140236
0.0293506	 4.0909e-12	 3.0722e-12	 3.4398e-12	 3.1221e-12	 1.0187e-12	 0.142215
0.0299736	 3.5039e-12	 2.8359e-12	 3.1584e-12	 2.9477e-12	 6.68e-13	 0.105366
0.0305965	 3.1953e-12	 2.5779e-12	 2.9736e-12	 2.8165e-12	 6.174e-13	 0.106942
0.0312194	 2.7492e-12	 2.3661e-12	 2.7427e-12	 2.7301e-12	 3.831e-13	 0.074893
0.0318421	 2.4382e-12	 2.2193e-12	 2.4003e-12	 2.581e-12	 2.189e-13	 0.0469995
0.0324648	 2.4178e-12	 2.1578e-12	 2.2241e-12	 2.5555e-12	 2.6e-13	 0.0568231
0.0330874	 2.2728e-12	 1.9822e-12	 2.0228e-12	 2.3956e-12	 2.906e-13	 0.0682961
0.0337098	 2.1912e-12	 1.8467e-12	 1.8705e-12	 2.2467e-12	 3.445e-13	 0.0853166
0.0343322	 2.0632e-12	 1.6711e-12	 1.7394e-12	 2.0911e-12	 3.921e-13	 0.105
0.0349544	 1.9555e-12	 1.5103e-12	 1.606e-12	 1.9337e-12	 4.452e-13	 0.128455
0.0355766	 1.8156e-12	 1.4737e-12	 1.5341e-12	 1.8707e-12	 3.419e-13	 0.103943
0.0361986	 1.7014e-12	 1.3397e-12	 1.3675e-12	 1.7463e-12	 3.617e-13	 0.118937
0.0368205	 1.5295e-12	 1.2358e-12	 1.2593e-12	 1.559e-12	 2.937e-13	 0.106209
0.0374423	 1.4547e-12	 1.1423e-12	 1.1415e-12	 1.4528e-12	 3.124e-13	 0.120293
0.038064	 1.3391e-12	 1.0584e-12	 1.052e-12	 1.3219e-12	 2.807e-13	 0.11708
0.0386856	 1.214e-12	 1.0029e-12	 9.9194e-13	 1.1831e-12	 2.111e-13	 0.0952231
0.0393071	 1.0872e-12	 8.9035e-13	 8.5742e-13	 1.0556e-12	 1.9685e-13	 0.0995424
0.0399284	 9.9526e-13	 8.0199e-13	 7.9325e-13	 9.5855e-13	 1.9327e-13	 0.107537
0.0405497	 9.0227e-13	 7.277e-13	 7.2069e-13	 8.5126e-13	 1.7457e-13	 0.1071
0.0411708	 8.0705e-13	 6.5529e-13	 6.5281e-13	 7.5769e-13	 1.5176e-13	 0.103779
0.0417917	 7.3116e-13	 5.3977e-13	 6.003e-13	 6.8381e-13	 1.9139e-13	 0.150591
0.0424126	 6.4273e-13	 5.2642e-13	 5.2305e-13	 6.0291e-13	 1.1631e-13	 0.0994825
0.0430333	 5.6485e-13	 4.6584e-13	 4.636e-13	 5.2234e-13	 9.901e-14	 0.0960619
0.0436539	 5.0445e-13	 4.1448e-13	 4.1193e-13	 4.6757e-13	 8.997e-14	 0.0979073
0.0442743	 4.3937e-13	 3.6981e-13	 3.6744e-13	 3.978e-13	 6.956e-14	 0.0859636
0.0448947	 3.9628e-13	 3.3658e-13	 3.3539e-13	 3.5915e-13	 5.97e-14	 0.0814617
0.0455148	 3.5322e-13	 2.9658e-13	 2.9478e-13	 3.1523e-13	 5.664e-14	 0.0871653
0.0461349	 3.2031e-13	 2.6973e-13	 2.6749e-13	 2.8429e-13	 5.058e-14	 0.085723
0.0467548	 2.9127e-13	 2.4871e-13	 2.4792e-13	 2.6148e-13	 4.256e-14	 0.0788177
0.0473746	 2.6749e-13	 2.3462e-13	 2.3478e-13	 2.4077e-13	 3.287e-14	 0.0654637
0.0479942	 2.5956e-13	 2.3136e-13	 2.323e-13	 2.3464e-13	 2.82e-14	 0.0574432
0.0486136	 2.5292e-13	 2.2482e-13	 2.2579e-13	 2.2682e-13	 2.81e-14	 0.0588186
0.049233	 2.4845e-13	 2.2656e-13	 2.2646e-13	 2.2711e-13	 2.189e-14	 0.0460832
0.0498521	 2.499e-13	 2.3097e-13	 2.31e-13	 2.3075e-13	 1.893e-14	 0.0393661
0.0504712	 2.5054e-13	 2.3598e-13	 2.3649e-13	 2.3493e-13	 1.456e-14	 0.0299268
0.05109	 2.5397e-13	 2.4336e-13	 2.4482e-13	 2.4275e-13	 1.061e-14	 0.0213339
0.0517087	 2.537e-13	 2.4093e-13	 2.4216e-13	 2.3974e-13	 1.277e-14	 0.0258173
0.0523273	 2.462e-13	 2.391e-13	 2.4006e-13	 2.373e-13	 7.1e-15	 0.0146301
0.0529457	 2.409e-13	 2.3317e-13	 2.3458e-13	 2.3155e-13	 7.73e-15	 0.0163056
0.0535639	 2.2935e-13	 2.243e-13	 2.2668e-13	 2.2276e-13	 5.05e-15	 0.0111319
0.054182	 2.1668e-13	 2.1413e-13	 2.1651e-13	 2.1241e-13	 2.55e-15	 0.00591908
0.0547999	 1.9679e-13	 1.9506e-13	 1.9726e-13	 1.9343e-13	 1.73e-15	 0.00441495
0.0554176	 1.7783e-13	 1.7599e-13	 1.7827e-13	 1.7416e-13	 1.84e-15	 0.00520038
0.0560352	 1.5782e-13	 1.5603e-13	 1.586e-13	 1.5473e-13	 1.79e-15	 0.00570336
0.0566526	 1.3827e-13	 1.3656e-13	 1.3902e-13	 1.3522e-13	 1.71e-15	 0.00622203
0.0572698	 1.2094e-13	 1.1954e-13	 1.2174e-13	 1.1817e-13	 1.4e-15	 0.00582169
0.0578869	 1.0281e-13	 1.0108e-13	 1.0252e-13	 9.9603e-14	 1.73e-15	 0.00848497
0.0585037	 8.7941e-14	 8.6719e-14	 8.6304e-14	 8.5137e-14	 1.222e-15	 0.00699645
0.0591204	 7.6186e-14	 7.504e-14	 7.5921e-14	 7.3852e-14	 1.146e-15	 0.00757806
0.059737	 6.7371e-14	 6.6455e-14	 6.7217e-14	 6.5118e-14	 9.16e-16	 0.00684471
0.0603533	 5.8383e-14	 5.8195e-14	 6.1582e-14	 5.967e-14	 1.88e-16	 0.00161265
0.0609694	 5.6114e-14	 5.5471e-14	 5.6259e-14	 5.4435e-14	 6.43e-16	 0.00576242
0.0615854	 5.2824e-14	 5.24e-14	 5.3165e-14	 5.1313e-14	 4.24e-16	 0.0040295
0.0622012	 5.0275e-14	 5.0183e-14	 5.0949e-14	 4.905e-14	 9.2e-17	 0.000915806
0.0628168	 4.8158e-14	 4.8165e-14	 4.8908e-14	 4.705e-14	 -7e-18	 -7.26722e-05
0.0634322	 4.6347e-14	 4.6442e-14	 4.7214e-14	 4.3652e-14	 -9.5e-17	 -0.00102383
0.0640474	 4.3014e-14	 4.3108e-14	 4.3834e-14	 4.198e-14	 -9.4e-17	 -0.00109147
0.0646624	 3.9524e-14	 3.9789e-14	 4.0562e-14	 3.8699e-14	 -2.65e-16	 -0.00334119
0.0652772	 3.5846e-14	 3.6034e-14	 3.6735e-14	 3.5043e-14	 -1.88e-16	 -0.00261547
0.0658918	 3.2092e-14	 3.2265e-14	 3.2897e-14	 3.1198e-14	 -1.73e-16	 -0.00268813
0.0665062	 2.8849e-14	 2.8755e-14	 2.9358e-14	 2.7714e-14	 9.4e-17	 0.00163183
0.0671204	 2.5229e-14	 2.5063e-14	 2.5479e-14	 2.4068e-14	 1.66e-16	 0.00330072
0.0677344	 2.2449e-14	 2.2154e-14	 2.2543e-14	 2.1161e-14	 2.95e-16	 0.0066139
0.0683482	 2.0426e-14	 2e-14	 2.0378e-14	 1.8986e-14	 4.26e-16	 0.0105378
0.0689618	 1.9156e-14	 1.8619e-14	 1.9011e-14	 1.7612e-14	 5.37e-16	 0.0142158
0.0695752	 1.8743e-14	 1.814e-14	 1.8615e-14	 1.7065e-14	 6.03e-16	 0.016349
0.0701884	 1.8416e-14	 1.773e-14	 1.8266e-14	 1.6695e-14	 6.86e-16	 0.0189786
0.0708013	 1.8522e-14	 1.7866e-14	 1.846e-14	 1.6825e-14	 6.56e-16	 0.0180279
0.0714141	 1.8721e-14	 1.8175e-14	 1.8815e-14	 1.7095e-14	 5.46e-16	 0.0147984
0.0720266	 1.8763e-14	 1.8328e-14	 1.9063e-14	 1.7258e-14	 4.35e-16	 0.0117279
0.0726389	 1.8719e-14	 1.8295e-14	 1.9115e-14	 1.7342e-14	 4.24e-16	 0.0114551
0.073251	 1.7568e-14	 1.7281e-14	 1.808e-14	 1.6338e-14	 2.87e-16	 0.00823553
0.0738628	 1.5873e-14	 1.5773e-14	 1.6499e-14	 1.4938e-14	 1e-16	 0.00315996
0.0744745	 1.3694e-14	 1.3645e-14	 1.4369e-14	 1.2981e-14	 4.9e-17	 0.00179231
0.0750859	 1.1104e-14	 1.1073e-14	 1.1724e-14	 1.0611e-14	 3.1e-17	 0.00139784
0.075697	 8.3806e-15	 8.4102e-15	 8.145e-15	 8.1128e-15	 -2.96e-17	 -0.00176287
0.076308	 5.2792e-15	 5.3349e-15	 5.7485e-15	 5.5317e-15	 -5.57e-17	 -0.00524774
0.0769187	 3.173e-15	 3.2325e-15	 3.4979e-15	 3.17e-15	 -5.95e-17	 -0.00928889
0.0775292	 1.662e-15	 1.7094e-15	 1.8543e-15	 1.7069e-15	 -4.74e-17	 -0.0140594
0.0781394	 9.0982e-16	 9.2373e-16	 9.9559e-16	 9.1887e-16	 -1.391e-17	 -0.00758638
0.0787494	 9.9956e-16	 9.7305e-16	 1.0122e-15	 9.0429e-16	 2.651e-17	 0.013439
0.0793592	 1.9122e-15	 1.8398e-15	 1.9046e-15	 1.6559e-15	 7.24e-17	 0.0192964
0.0799687	 3.611e-15	 3.4971e-15	 3.6442e-15	 3.1551e-15	 1.139e-16	 0.016024
0.080578	 5.9639e-15	 5.8087e-15	 6.103e-15	 5.1749e-15	 1.552e-16	 0.0131832
0.081187	 9.1378e-15	 8.9744e-15	 9.0809e-15	 7.8455e-15	 1.634e-16	 0.00902154
0.0817958	 1.2034e-14	 1.2482e-14	 1.2795e-14	 1.092e-14	 -4.48e-16	 -0.0182738
0.0824044	 1.5695e-14	 1.5375e-14	 1.6472e-14	 1.4174e-14	 3.2e-16	 0.0102993
0.0830126	 1.846e-14	 1.8299e-14	 1.9258e-14	 1.6724e-14	 1.61e-16	 0.00437988
0.0836207	 2.0698e-14	 2.0565e-14	 2.1961e-14	 1.8548e-14	 1.33e-16	 0.00322323
0.0842285	 2.2211e-14	 2.205e-14	 2.3713e-14	 2.0145e-14	 1.61e-16	 0.00363751
0.084836	 2.3076e-14	 2.2934e-14	 2.475e-14	 2.0995e-14	 1.42e-16	 0.00308629
0.0854432	 2.2686e-14	 2.2506e-14	 2.4351e-14	 2.0589e-14	 1.8e-16	 0.00398301
0.0860503	 2.1786e-14	 2.1678e-14	 2.3447e-14	 1.9778e-14	 1.08e-16	 0.00248482
0.086657	 2.0422e-14	 2.0356e-14	 2.2025e-14	 1.8533e-14	 6.6e-17	 0.00161852
0.0872635	 1.8691e-14	 1.864e-14	 2.0234e-14	 1.6956e-14	 5.1e-17	 0.00136616
0.0878697	 1.703e-14	 1.6895e-14	 1.8377e-14	 1.537e-14	 1.35e-16	 0.00397937
0.0884756	 1.5007e-14	 1.4864e-14	 1.6146e-14	 1.3462e-14	 1.43e-16	 0.00478725
0.0890813	 1.3197e-14	 1.3024e-14	 1.4143e-14	 1.1759e-14	 1.73e-16	 0.00659777
0.0896867	 1.1547e-14	 1.1369e-14	 1.2349e-14	 1.0196e-14	 1.78e-16	 0.0077675
0.0902918	 1.0081e-14	 9.8615e-15	 1.0767e-14	 8.8576e-15	 2.195e-16	 0.0110066
0.0908967	 8.9653e-15	 8.6764e-15	 9.5367e-15	 7.7867e-15	 2.889e-16	 0.016376
0.0915013	 7.9516e-15	 7.645e-15	 8.4503e-15	 6.8712e-15	 3.066e-16	 0.0196581
0.0921056	 7.27e-15	 6.977e-15	 7.7448e-15	 6.2677e-15	 2.93e-16	 0.0205657
0.0927096	 6.8478e-15	 6.5817e-15	 7.3102e-15	 5.9009e-15	 2.661e-16	 0.0198146
0.0933133	 6.5557e-15	 6.3401e-15	 7.0789e-15	 5.6697e-15	 2.156e-16	 0.0167186
0.0939168	 6.3938e-15	 6.1743e-15	 6.9261e-15	 5.5262e-15	 2.195e-16	 0.0174649
0.09452	 6.0579e-15	 5.9041e-15	 6.6261e-15	 5.2756e-15	 1.538e-16	 0.0128574
0.0951228	 5.6696e-15	 5.5466e-15	 6.2552e-15	 4.9611e-15	 1.23e-16	 0.0109663
0.0957254	 5.1488e-15	 5.061e-15	 5.7236e-15	 4.2507e-15	 8.78e-17	 0.00859958
0.0963277	 4.5285e-15	 4.4512e-15	 5.065e-15	 3.772e-15	 7.73e-17	 0.00860831
0.0969297	 3.8864e-15	 3.8179e-15	 4.0382e-15	 3.2321e-15	 6.85e-17	 0.00889114
0.0975314	 3.1939e-15	 2.9611e-15	 3.3909e-15	 2.6496e-15	 2.328e-16	 0.0378229
0.0981328	 2.4464e-15	 2.4372e-15	 2.7845e-15	 2.1531e-15	 9.2e-18	 0.00188386
0.098734	 2.0719e-15	 2.0384e-15	 2.3338e-15	 1.7822e-15	 3.35e-17	 0.00815026
0.0993348	 1.8458e-15	 1.8048e-15	 2.0716e-15	 1.5585e-15	 4.1e-17	 0.011231
0.0999353	 1.8268e-15	 1.7755e-15	 2.0386e-15	 1.5122e-15	 5.13e-17	 0.0142409
0.100535	 1.9516e-15	 1.9096e-15	 2.1799e-15	 1.6043e-15	 4.2e-17	 0.0108774
0.101135	 2.2695e-15	 2.2305e-15	 2.5414e-15	 1.8649e-15	 3.9e-17	 0.00866667
0.101735	 2.7268e-15	 2.697e-15	 3.0804e-15	 2.2532e-15	 2.98e-17	 0.0054943
0.102334	 3.2469e-15	 3.2203e-15	 3.7252e-15	 2.7319e-15	 2.66e-17	 0.00411306
0.102933	 3.9191e-15	 3.8905e-15	 4.4596e-15	 3.269e-15	 2.86e-17	 0.00366216
0.103532	 4.4068e-15	 4.3969e-15	 5.021e-15	 3.704e-15	 9.9e-18	 0.00112453
0.10413	 4.8128e-15	 4.8247e-15	 5.5539e-15	 4.0669e-15	 -1.19e-17	 -0.00123476
0.104728	 5.0435e-15	 5.0736e-15	 5.8505e-15	 4.2844e-15	 -3.01e-17	 -0.00297516
0.105326	 5.0565e-15	 5.092e-15	 5.887e-15	 4.3014e-15	 -3.55e-17	 -0.00349805
0.105923	 4.8995e-15	 4.9221e-15	 5.7105e-15	 4.1635e-15	 -2.26e-17	 -0.00230105
0.10652	 4.4597e-15	 4.4905e-15	 5.2309e-15	 3.8e-15	 -3.08e-17	 -0.00344126
0.107117	 3.9398e-15	 3.9676e-15	 4.6291e-15	 3.3626e-15	 -2.78e-17	 -0.00351569
0.107714	 3.3524e-15	 3.3749e-15	 3.951e-15	 2.8566e-15	 -2.25e-17	 -0.00334458
0.10831	 2.7589e-15	 2.7768e-15	 3.2532e-15	 2.3574e-15	 -1.79e-17	 -0.00323356
0.108905	 2.2117e-15	 2.2161e-15	 2.6122e-15	 1.8817e-15	 -4.4e-18	 -0.000993721
0.109501	 1.6962e-15	 1.6913e-15	 2.0031e-15	 1.4404e-15	 4.9e-18	 0.00144649
0.110096	 1.2654e-15	 1.2511e-15	 1.4972e-15	 1.0718e-15	 1.43e-17	 0.0056825
0.110691	 9.2015e-16	 9.0421e-16	 1.0841e-15	 7.7587e-16	 1.594e-17	 0.00873731
0.111285	 6.6496e-16	 6.4473e-16	 7.6369e-16	 5.5734e-16	 2.023e-17	 0.0154464
0.111879	 5.0273e-16	 4.7797e-16	 5.9186e-16	 4.2372e-16	 2.476e-17	 0.0252473
0.112473	 4.3089e-16	 4.0891e-16	 5.1901e-16	 3.5881e-16	 2.198e-17	 0.0261729
0.113066	 4.6254e-16	 4.4511e-16	 5.6707e-16	 3.8872e-16	 1.743e-17	 0.0192034
0.113659	 5.7315e-16	 5.6345e-16	 7.1586e-16	 5.0309e-16	 9.7e-18	 0.00853422
0.114252	 7.5579e-16	 7.5541e-16	 9.2565e-16	 6.2142e-16	 3.8e-19	 0.000251456
0.114844	 9.372e-16	 9.4746e-16	 1.1492e-15	 7.7186e-16	 -1.026e-17	 -0.00544395
0.115436	 1.0595e-15	 1.0811e-15	 1.3135e-15	 8.7897e-16	 -2.16e-17	 -0.0100906
0.116028	 1.1135e-15	 1.1446e-15	 1.3943e-15	 9.5955e-16	 -3.11e-17	 -0.0137726
0.116619	 1.0809e-15	 1.1165e-15	 1.3589e-15	 9.3928e-16	 -3.56e-17	 -0.016201
0.11721	 9.6267e-16	 1.0008e-15	 1.2239e-15	 8.4385e-16	 -3.813e-17	 -0.0194197
0.117801	 7.8947e-16	 8.2638e-16	 1.0149e-15	 7.007e-16	 -3.691e-17	 -0.0228425
0.118391	 5.8382e-16	 6.1663e-16	 7.611e-16	 5.3032e-16	 -3.281e-17	 -0.0273314
0.118981	 3.9572e-16	 4.2179e-16	 5.2205e-16	 3.6983e-16	 -2.607e-17	 -0.0318895
0.11957	 2.4437e-16	 2.6342e-16	 3.2923e-16	 2.3914e-16	 -1.905e-17	 -0.0375155
0.12016	 1.4581e-16	 1.5757e-16	 1.9818e-16	 1.6333e-16	 -1.176e-17	 -0.0387633
0.120748	 1.1199e-16	 1.165e-16	 1.5076e-16	 1.0206e-16	 -4.51e-18	 -0.0197383
0.121337	 1.0984e-16	 1.0712e-16	 1.3478e-16	 9.8952e-17	 2.72e-18	 0.0125369
0.121925	 1.6743e-16	 1.5948e-16	 2.1718e-16	 1.3442e-16	 7.95e-18	 0.0243186
0.122512	 2.7315e-16	 2.5667e-16	 3.176e-16	 2.0749e-16	 1.648e-17	 0.0311049
0.1231	 4.3328e-16	 4.1438e-16	 5.1546e-16	 3.1466e-16	 1.89e-17	 0.0222967
0.123687	 6.18e-16	 5.7482e-16	 7.3172e-16	 4.7519e-16	 4.318e-17	 0.0361999
0.124273	 8.7193e-16	 8.4037e-16	 1.0482e-15	 6.2683e-16	 3.156e-17	 0.0184313
0.124859	 1.1284e-15	 1.0976e-15	 1.3667e-15	 8.098e-16	 3.08e-17	 0.0138365
0.125445	 1.366e-15	 1.3358e-15	 1.6812e-15	 1.0244e-15	 3.02e-17	 0.0111777
0.126031	 1.5934e-15	 1.5636e-15	 1.945e-15	 1.1947e-15	 2.98e-17	 0.00943934
0.126616	 1.7587e-15	 1.7366e-15	 2.1739e-15	 1.3147e-15	 2.21e-17	 0.00632278
0.1272	 1.8253e-15	 1.8039e-15	 2.2634e-15	 1.3661e-15	 2.14e-17	 0.00589662
0.127784	 1.8134e-15	 1.7962e-15	 2.2586e-15	 1.355e-15	 1.72e-17	 0.00476507
0.128368	 1.7321e-15	 1.7175e-15	 2.1623e-15	 1.2916e-15	 1.46e-17	 0.00423237
0.128952	 1.5989e-15	 1.5861e-15	 2.0006e-15	 1.1887e-15	 1.28e-17	 0.00401884
0.129535	 1.4415e-15	 1.4341e-15	 1.8017e-15	 1.0648e-15	 7.4e-18	 0.00257338
0.130117	 1.2563e-15	 1.249e-15	 1.5741e-15	 9.2697e-16	 7.3e-18	 0.00291382
0.1307	 1.0924e-15	 1.0892e-15	 1.3728e-15	 8.0509e-16	 3.2e-18	 0.00146681
0.131282	 9.5456e-16	 9.5299e-16	 1.2036e-15	 7.0115e-16	 1.57e-18	 0.000823045
0.131863	 8.4881e-16	 8.4955e-16	 1.0763e-15	 6.2318e-16	 -7.4e-19	 -0.000435714
0.132444	 7.7921e-16	 7.8163e-16	 9.888e-16	 5.7032e-16	 -2.42e-18	 -0.00155045
0.133025	 7.2512e-16	 7.2994e-16	 9.2432e-16	 5.3193e-16	 -4.82e-18	 -0.00331258
0.133605	 7.0025e-16	 7.0709e-16	 8.9521e-16	 5.133e-16	 -6.84e-18	 -0.00486023
0.134185	 6.9123e-16	 7.0063e-16	 8.9041e-16	 5.0789e-16	 -9.4e-18	 -0.00675355
0.134764	 6.9263e-16	 7.0386e-16	 8.9691e-16	 5.096e-16	 -1.123e-17	 -0.00804159
0.135343	 6.9328e-16	 7.0783e-16	 9.0487e-16	 5.1102e-16	 -1.455e-17	 -0.0103846
0.135922	 6.724e-16	 6.8893e-16	 8.8315e-16	 4.9955e-16	 -1.653e-17	 -0.0121425
0.1365	 6.3638e-16	 6.5423e-16	 8.4198e-16	 4.7483e-16	 -1.785e-17	 -0.0138307
0.137078	 5.8051e-16	 5.9869e-16	 7.7345e-16	 4.368e-16	 -1.818e-17	 -0.0154172
0.137655	 5.0874e-16	 5.2546e-16	 6.8104e-16	 3.8445e-16	 -1.672e-17	 -0.0161671
0.138232	 4.2938e-16	 4.4343e-16	 5.7694e-16	 3.2631e-16	 -1.405e-17	 -0.0160974
0.138809	 3.5121e-16	 3.6037e-16	 4.6978e-16	 2.6766e-16	 -9.16e-18	 -0.0128728
0.139385	 2.9375e-16	 2.9853e-16	 3.9175e-16	 2.2248e-16	 -4.78e-18	 -0.00807051
0.139961	 2.5654e-16	 2.5566e-16	 3.3385e-16	 1.9695e-16	 8.8e-19	 0.00171808
0.140536	 2.6059e-16	 2.5487e-16	 3.3489e-16	 1.9482e-16	 5.72e-18	 0.0110969
0.141111	 2.9711e-16	 2.869e-16	 3.7629e-16	 2.1467e-16	 1.021e-17	 0.0174826
0.141685	 3.6655e-16	 3.5132e-16	 4.4921e-16	 2.495e-16	 1.523e-17	 0.0212155
0.142259	 4.2675e-16	 4.068e-16	 5.5779e-16	 2.9519e-16	 1.995e-17	 0.0239338
0.142833	 5.0321e-16	 4.8241e-16	 6.4232e-16	 3.453e-16	 2.08e-17	 0.0211035
0.143406	 5.861e-16	 5.6021e-16	 7.5355e-16	 3.9659e-16	 2.589e-17	 0.0225855
0.143979	 6.8352e-16	 6.5536e-16	 8.6091e-16	 4.5194e-16	 2.816e-17	 0.0210325
0.144551	 7.8166e-16	 7.5136e-16	 1.0072e-15	 5.0391e-16	 3.03e-17	 0.0197649
0.145123	 8.7505e-16	 8.4403e-16	 1.1391e-15	 5.6353e-16	 3.102e-17	 0.0180445
0.145694	 9.7981e-16	 9.4698e-16	 1.2836e-15	 6.286e-16	 3.283e-17	 0.0170387
0.146265	 1.0901e-15	 1.0516e-15	 1.4343e-15	 6.9634e-16	 3.85e-17	 0.0179764
0.146835	 1.2016e-15	 1.1678e-15	 1.588e-15	 7.6366e-16	 3.38e-17	 0.0142652
0.147405	 1.2735e-15	 1.2442e-15	 1.7003e-15	 8.1158e-16	 2.93e-17	 0.0116376
0.147975	 1.33e-15	 1.2859e-15	 1.7771e-15	 8.4246e-16	 4.41e-17	 0.0168584
0.148544	 1.3405e-15	 1.3127e-15	 1.8058e-15	 8.4863e-16	 2.78e-17	 0.0104779
